player_id,name,team,playing_role,performance_type,matches_played,batting_runs,total_balls,total_fours,total_sixes,batting_average,strike_rate,total_overs,total_wickets,bowling_runs,total_maidens,total_wides,total_noballs,bowling_average,economy_rate,bowling_strike_rate
150,Shariz Ahmad,Netherlands,Bowler,Bits and Pieces,2.0,25.0,19.0,3.0,0.0,12.5,131.58,4.0,1.0,32.0,0.0,0.0,0.0,32.0,8.0,24.0
173,Timm van der Gugten,Netherlands,Bowler,Bowler,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,60.0,0.0,2.0,0.0,60.0,10.0,36.0
188,Stephan Myburgh,Netherlands,Opening Batter,Batsman,3.0,51.0,48.0,8.0,1.0,17.0,106.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Brandon Glover,Netherlands,Bowler,Bowler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,7.0,60.0,1.0,3.0,0.0,8.57,7.06,7.29
174,Finn Allen,New Zealand,Top order Batter,Batsman,5.0,95.0,51.0,11.0,5.0,19.0,186.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Devon Conway,New Zealand,Wicketkeeper Batter,Batsman,5.0,145.0,124.0,12.0,2.0,29.0,116.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Kane Williamson,New Zealand,Top order Batter,Batsman,5.0,178.0,153.0,11.0,5.0,35.6,116.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Glenn Phillips,New Zealand,Wicketkeeper Batter,Batsman,5.0,201.0,127.0,19.0,8.0,40.2,158.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,James Neesham,New Zealand,Batting Allrounder,Batsman,5.0,53.0,37.0,2.0,2.0,10.6,143.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Trent Boult,New Zealand,Bowler,Bowler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,148.0,0.0,3.0,0.0,18.5,7.4,15.0
183,Tim Southee,New Zealand,Bowler,Bowling All-rounder,2.0,5.0,3.0,1.0,0.0,2.5,166.67,17.2,7.0,114.0,1.0,3.0,0.0,16.29,6.63,14.74
184,Mitchell Santner,New Zealand,Bowling Allrounder,Bowling All-rounder,3.0,27.0,16.0,0.0,2.0,9.0,168.75,20.0,9.0,129.0,0.0,0.0,0.0,14.33,6.45,13.33
185,Lockie Ferguson,New Zealand,Bowler,Bowler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7.0,159.0,0.0,4.0,1.0,22.71,8.37,16.29
186,Ish Sodhi,New Zealand,Bowler,Bowling All-rounder,2.0,7.0,7.0,0.0,0.0,3.5,100.0,19.2,6.0,130.0,0.0,3.0,0.0,21.67,6.77,19.2
191,Daryl Mitchell,New Zealand,Allrounder,Batsman,4.0,109.0,85.0,5.0,1.0,27.25,128.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Mohammad Rizwan,Pakistan,Wicketkeeper Batter,Batsman,7.0,175.0,160.0,15.0,3.0,25.0,109.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Babar Azam,Pakistan,Batter,Batsman,7.0,124.0,133.0,13.0,0.0,17.71,93.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Shan Masood,Pakistan,Opening Batter,Batsman,7.0,175.0,148.0,12.0,1.0,25.0,118.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Iftikhar Ahmed,Pakistan,Middle order Batter,Batting All-rounder,7.0,114.0,93.0,6.0,6.0,16.29,122.58,3.5,1.0,28.0,0.0,0.0,0.0,28.0,8.0,21.0
122,Shadab Khan,Pakistan,Allrounder,Bowling All-rounder,6.0,98.0,58.0,7.0,5.0,16.33,168.97,26.0,11.0,165.0,0.0,0.0,0.0,15.0,6.35,14.18
123,Haider Ali,Pakistan,Middle order Batter,Batsman,2.0,2.0,5.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Mohammad Nawaz,Pakistan,Allrounder,Bits and Pieces,5.0,68.0,64.0,7.0,2.0,13.6,106.25,9.0,3.0,67.0,0.0,2.0,1.0,22.33,7.44,18.0
125,Asif Ali,Pakistan,Middle order Batter,Batsman,1.0,2.0,3.0,0.0,0.0,2.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Shaheen Shah Afridi,Pakistan,Bowler,Bowling All-rounder,3.0,22.0,12.0,2.0,1.0,7.33,183.33,25.1,11.0,155.0,0.0,2.0,0.0,14.09,6.18,13.69
127,Haris Rauf,Pakistan,Bowler,Bowling All-rounder,3.0,10.0,7.0,0.0,1.0,3.33,142.86,26.0,8.0,178.0,1.0,3.0,0.0,22.25,6.85,19.5
139,Naseem Shah,Pakistan,Bowler,Bits and Pieces,1.0,5.0,3.0,0.0,0.0,5.0,166.67,26.0,3.0,162.0,0.0,4.0,0.0,54.0,6.23,52.0
199,Mohammad Haris,Pakistan,Middle order Batter,Batsman,4.0,97.0,67.0,6.0,6.0,24.25,144.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Mohammad Wasim,Pakistan,Allrounder,Bowling All-rounder,3.0,16.0,22.0,2.0,0.0,5.33,72.73,17.0,8.0,124.0,0.0,8.0,0.0,15.5,7.29,12.75
204,Fakhar Zaman,Pakistan,Opening Batter,Batsman,1.0,20.0,16.0,3.0,0.0,20.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,George Munsey,Scotland,Opening Batter,Batsman,3.0,121.0,106.0,16.0,0.0,40.33,114.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Michael Jones,Scotland,Top order Batter,Batsman,3.0,110.0,77.0,10.0,4.0,36.67,142.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Matthew Cross,Scotland,Wicketkeeper Batter,Batsman,3.0,32.0,33.0,5.0,0.0,10.67,96.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Richie Berrington,Scotland,Top order Batter,Batsman,3.0,66.0,56.0,3.0,2.0,22.0,117.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Calum MacLeod,Scotland,Top order Batter,Batsman,3.0,48.0,43.0,5.0,0.0,16.0,111.63,1.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0
159,Michael Leask,Scotland,Allrounder,Bits and Pieces,3.0,33.0,28.0,4.0,0.0,11.0,117.86,10.0,4.0,67.0,0.0,1.0,0.0,16.75,6.7,15.0
160,Chris Greaves,Scotland,Bowler,Batsman,2.0,19.0,18.0,2.0,0.0,9.5,105.56,2.0,0.0,18.0,0.0,1.0,0.0,0.0,9.0,0.0
162,Mark Watt,Scotland,Bowler,Bowler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,70.0,0.0,3.0,0.0,14.0,5.83,14.4
163,Brad Wheal,Scotland,Bowler,Bowler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,83.0,0.0,0.0,0.0,20.75,6.92,18.0
164,Josh Davey,Scotland,Bowler,Bits and Pieces,1.0,4.0,3.0,0.0,0.0,4.0,133.33,10.0,3.0,96.0,0.0,2.0,1.0,32.0,9.6,20.0
165,Safyaan Sharif,Scotland,Bowler,Bowler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,2.0,78.0,0.0,3.0,1.0,39.0,9.07,25.8
166,Quinton de Kock,South Africa,Wicketkeeper Batter,Batsman,5.0,124.0,77.0,16.0,5.0,24.8,161.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Temba Bavuma,South Africa,Middle order Batter,Batsman,5.0,70.0,62.0,6.0,2.0,14.0,112.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Kagiso Rabada,South Africa,Bowler,Bits and Pieces,2.0,10.0,10.0,0.0,0.0,5.0,100.0,16.0,2.0,151.0,0.0,2.0,0.0,75.5,9.44,48.0
169,Wayne Parnell,South Africa,Bowler,Bits and Pieces,4.0,5.0,13.0,0.0,0.0,1.25,38.46,16.0,5.0,102.0,1.0,2.0,0.0,20.4,6.38,19.2
170,Lungi Ngidi,South Africa,Bowler,Bowling All-rounder,1.0,4.0,1.0,1.0,0.0,4.0,400.0,13.0,7.0,116.0,0.0,4.0,0.0,16.57,8.92,11.14
171,Keshav Maharaj,South Africa,Bowler,Bits and Pieces,1.0,13.0,12.0,0.0,1.0,13.0,108.33,12.0,3.0,89.0,0.0,0.0,0.0,29.67,7.42,24.0
172,Anrich Nortje,South Africa,Bowler,Bowling All-rounder,2.0,5.0,6.0,1.0,0.0,2.5,83.33,17.3,11.0,94.0,0.0,0.0,1.0,8.55,5.43,9.44
194,Rilee Rossouw,South Africa,Top order Batter,Batsman,4.0,141.0,83.0,9.0,9.0,35.25,169.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Aiden Markram,South Africa,Opening Batter,Bits and Pieces,4.0,99.0,79.0,13.0,1.0,24.75,125.32,3.0,1.0,21.0,0.0,1.0,0.0,21.0,7.0,18.0
196,David Miller,South Africa,Middle order Batter,Batsman,3.0,78.0,67.0,5.0,3.0,26.0,116.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Tristan Stubbs,South Africa,Wicketkeeper Batter,Batsman,3.0,31.0,31.0,2.0,1.0,10.33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Heinrich Klaasen,South Africa,Wicketkeeper Batter,Batsman,2.0,36.0,27.0,3.0,1.0,18.0,133.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Tabraiz Shamsi,South Africa,Bowler,Bits and Pieces,1.0,1.0,1.0,0.0,0.0,1.0,100.0,8.0,4.0,56.0,0.0,4.0,0.0,14.0,7.0,12.0
9,Pathum Nissanka,Sri Lanka,Top order Batter,Batsman,7.0,214.0,196.0,13.0,8.0,30.57,109.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Kusal Mendis,Sri Lanka,Wicketkeeper Batter,Batsman,8.0,223.0,156.0,17.0,10.0,27.88,142.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Dhananjaya de Silva,Sri Lanka,Allrounder,All-rounder,8.0,177.0,137.0,15.0,4.0,22.12,129.2,12.1,6.0,83.0,0.0,0.0,0.0,13.83,6.86,12.1
12,Danushka Gunathilaka,Sri Lanka,Allrounder,Unused Player,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Bhanuka Rajapaksa,Sri Lanka,Top order Batter,Batsman,7.0,125.0,105.0,14.0,2.0,17.86,119.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Dasun Shanaka,Sri Lanka,Allrounder,Batsman,7.0,78.0,74.0,6.0,3.0,11.14,105.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Wanindu Hasaranga de Silva,Sri Lanka,Allrounder,Bowling All-rounder,6.0,25.0,34.0,2.0,0.0,4.17,73.53,31.0,15.0,199.0,1.0,0.0,0.0,13.27,6.42,12.4
16,Chamika Karunaratne,Sri Lanka,Bowling Allrounder,Bits and Pieces,6.0,32.0,38.0,3.0,0.0,5.33,84.21,18.0,3.0,144.0,0.0,4.0,0.0,48.0,8.0,36.0
17,Pramod Madushan,Sri Lanka,Bowler,Bits and Pieces,2.0,1.0,1.0,0.0,0.0,0.5,100.0,10.0,3.0,75.0,0.0,1.0,0.0,25.0,7.5,20.0
18,Dushmantha Chameera,Sri Lanka,Bowler,Bits and Pieces,2.0,9.0,16.0,0.0,0.0,4.5,56.25,7.5,4.0,54.0,0.0,2.0,0.0,13.5,7.2,11.25
19,Maheesh Theekshana,Sri Lanka,Bowler,Bowling All-rounder,3.0,11.0,14.0,0.0,1.0,3.67,78.57,30.1,9.0,202.0,0.0,8.0,1.0,22.44,6.71,20.07
23,Charith Asalanka,Sri Lanka,Batting Allrounder,Batsman,7.0,131.0,113.0,9.0,2.0,18.71,115.93,1.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0
33,Binura Fernando,Sri Lanka,Bowler,Bowler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,2.0,65.0,0.0,2.0,0.0,32.5,7.65,25.5
34,Lahiru Kumara,Sri Lanka,Bowler,Bowling All-rounder,1.0,4.0,5.0,1.0,0.0,4.0,80.0,19.7,7.0,153.0,0.0,10.0,2.0,21.86,7.77,16.89
35,Dasun Shanaka,Sri Lanka,Allrounder,Bowler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.0,24.0,0.0,1.0,0.0,24.0,7.74,18.6
192,Kasun Rajitha,Sri Lanka,Bowler,Bits and Pieces,1.0,8.0,21.0,0.0,0.0,8.0,38.1,11.0,3.0,94.0,0.0,4.0,3.0,31.33,8.55,22.0
81,Muhammad Waseem,U.A.E.,Opening Batter,Bits and Pieces,3.0,93.0,92.0,2.0,5.0,31.0,101.09,2.0,1.0,16.0,0.0,0.0,0.0,16.0,8.0,12.0
82,Vriitya Aravind,U.A.E.,Wicketkeeper,Batsman,3.0,48.0,71.0,3.0,0.0,16.0,67.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chundangapoyil Rizwan,U.A.E.,Middle order Batter,Batsman,3.0,45.0,34.0,3.0,1.0,15.0,132.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Alishan Sharafu,U.A.E.,Opening Batter,Batsman,1.0,4.0,4.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Basil Hameed,U.A.E.,Middle order Batter,Bits and Pieces,3.0,31.0,24.0,3.0,2.0,10.33,129.17,5.0,3.0,37.0,0.0,0.0,0.0,12.33,7.4,10.0
88,Junaid Siddique,U.A.E.,Bowler,Bits and Pieces,2.0,18.0,17.0,1.0,1.0,9.0,105.88,12.0,4.0,95.0,0.0,5.0,0.0,23.75,7.92,18.0
89,Zahoor Khan,U.A.E.,Bowler,Bits and Pieces,1.0,1.0,1.0,0.0,0.0,1.0,100.0,12.0,5.0,57.0,0.0,2.0,2.0,11.4,4.75,14.4
90,Ahmed Raza,U.A.E.,Bowler,Unused Player,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0
91,Karthik Meiyappan,U.A.E.,Bowler,Bits and Pieces,2.0,4.0,8.0,0.0,0.0,2.0,50.0,12.0,5.0,75.0,0.0,0.0,0.0,15.0,6.25,14.4
92,Aayan Afzal Khan,U.A.E.,Bowling Allrounder,Bits and Pieces,2.0,24.0,28.0,1.0,0.0,12.0,85.71,8.0,2.0,38.0,0.0,0.0,0.0,19.0,4.75,24.0
93,Chirag Suri,U.A.E.,Opening Batter,Batsman,2.0,26.0,39.0,4.0,0.0,13.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Kashif Daud,U.A.E.,Bowling Allrounder,Batsman,2.0,15.0,18.0,0.0,1.0,7.5,83.33,2.0,0.0,19.0,0.0,0.0,0.0,0.0,9.5,0.0
95,Zawar Farid,U.A.E.,Bowler,Batsman,1.0,2.0,4.0,0.0,0.0,2.0,50.0,2.5,0.0,24.0,0.0,0.0,0.0,0.0,9.6,0.0
187,Aryan Lakra,U.A.E.,Bowler,Bits and Pieces,1.0,1.0,3.0,0.0,0.0,1.0,33.33,3.0,1.0,24.0,0.0,0.0,0.0,24.0,8.0,18.0
107,Kyle Mayers,West Indies,Batting Allrounder,Batsman,3.0,34.0,30.0,5.0,1.0,11.33,113.33,3.0,0.0,41.0,0.0,3.0,0.0,0.0,13.67,0.0
108,Johnson Charles,West Indies,Wicketkeeper Batter,Batsman,2.0,69.0,54.0,6.0,3.0,34.5,127.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Evin Lewis,West Indies,Opening Batter,Batsman,3.0,42.0,49.0,2.0,1.0,14.0,85.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Brandon King,West Indies,Top order Batter,Batsman,2.0,79.0,63.0,9.0,1.0,39.5,125.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Nicholas Pooran,West Indies,Wicketkeeper Batter,Batsman,3.0,25.0,29.0,0.0,1.0,8.33,86.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Rovman Powell,West Indies,Middle order Batter,Batsman,3.0,39.0,35.0,2.0,2.0,13.0,111.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Odean Smith,West Indies,Bowling Allrounder,Bits and Pieces,3.0,25.0,22.0,1.0,2.0,8.33,113.64,9.0,2.0,85.0,0.0,2.0,2.0,42.5,9.44,27.0
114,Obed McCoy,West Indies,Bowler,Bits and Pieces,1.0,2.0,3.0,0.0,0.0,2.0,66.67,9.3,1.0,71.0,0.0,0.0,0.0,71.0,7.63,55.8
115,Akeal Hosein,West Indies,Bowler,Bits and Pieces,2.0,24.0,19.0,2.0,0.0,12.0,126.32,12.0,2.0,94.0,0.0,1.0,1.0,47.0,7.83,36.0
116,Alzarri Joseph,West Indies,Bowler,Bowler,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,6.0,83.0,0.0,3.0,0.0,13.83,6.92,12.0
117,Jason Holder,West Indies,Bowling Allrounder,Bits and Pieces,2.0,42.0,36.0,4.0,1.0,21.0,116.67,10.2,5.0,49.0,0.0,0.0,0.0,9.8,4.8,12.24
161,Shamarh Brooks,West Indies,Top order Batter,Batsman,2.0,4.0,12.0,0.0,0.0,2.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Regis Chakabva,Zimbabwe,Wicketkeeper Batter,Batsman,7.0,32.0,55.0,2.0,1.0,4.57,58.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Craig Ervine,Zimbabwe,Middle order Batter,Batsman,7.0,112.0,125.0,13.0,0.0,16.0,89.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Wessly Madhevere,Zimbabwe,Allrounder,Batsman,8.0,106.0,83.0,15.0,2.0,13.25,127.71,3.0,0.0,25.0,0.0,0.0,0.0,0.0,8.33,0.0
39,Sean Williams,Zimbabwe,Middle order Batter,Batting All-rounder,8.0,155.0,137.0,14.0,2.0,19.38,113.14,18.0,5.0,111.0,0.0,4.0,1.0,22.2,6.17,21.6
40,Sikandar Raza,Zimbabwe,Batting Allrounder,All-rounder,8.0,219.0,148.0,16.0,11.0,27.38,147.97,24.0,10.0,156.0,0.0,5.0,1.0,15.6,6.5,14.4
41,Milton Shumba,Zimbabwe,Top order Batter,Batsman,7.0,65.0,82.0,5.0,0.0,9.29,79.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Ryan Burl,Zimbabwe,Middle order Batter,Batsman,7.0,101.0,97.0,11.0,2.0,14.43,104.12,5.0,0.0,48.0,0.0,0.0,0.0,0.0,9.6,0.0
43,Luke Jongwe,Zimbabwe,Bowler,Bits and Pieces,4.0,55.0,41.0,6.0,1.0,13.75,134.15,5.0,2.0,59.0,0.0,3.0,1.0,29.5,11.8,15.0
55,Richard Ngarava,Zimbabwe,Bowler,Bowling All-rounder,5.0,21.0,20.0,0.0,2.0,4.2,105.0,28.0,9.0,197.0,1.0,7.0,3.0,21.89,7.04,18.67
56,Tendai Chatara,Zimbabwe,Bowler,Bits and Pieces,3.0,13.0,19.0,1.0,0.0,4.33,68.42,23.0,4.0,155.0,1.0,4.0,0.0,38.75,6.74,34.5
57,Blessing Muzarabani,Zimbabwe,Bowler,Bowling All-rounder,4.0,2.0,12.0,0.0,0.0,0.5,16.67,26.0,12.0,199.0,0.0,4.0,4.0,16.58,7.65,13.0
203,Brad Evans,Zimbabwe,Allrounder,Bits and Pieces,2.0,21.0,17.0,0.0,1.0,10.5,123.53,7.0,2.0,57.0,0.0,1.0,0.0,28.5,8.14,21.0
213,Tony Munyonga,Zimbabwe,Allrounder,Batsman,2.0,7.0,10.0,1.0,0.0,3.5,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Wellington Masakadza,Zimbabwe,Bowler,Batsman,1.0,1.0,7.0,0.0,0.0,1.0,14.29,2.0,0.0,12.0,0.0,1.0,0.0,0.0,6.0,0.0
218,Regis Chakabva,Zimbabwe,Wicketkeeper Batter,Batsman,1.0,13.0,9.0,3.0,0.0,13.0,144.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
